x,y,z,tf
6.718,8.398,0,-9.446
7.558,9.238,0,-9.446
7.558,8.398,0.84,-13.638
6.718,9.238,0.84,-13.638
5.879,10.917,0,-9.446
5.879,10.078,0.84,-13.638
6.718,10.078,0,-9.446
7.558,10.917,0,-9.446
7.558,10.078,0.84,-13.638
6.718,10.917,0.84,-13.638
5.879,9.238,1.68,-14.185
5.879,8.398,2.519,-14.289
6.718,8.398,1.68,-14.185
7.558,9.238,1.68,-14.185
7.558,8.398,2.519,-14.289
6.718,9.238,2.519,-14.289
5.879,10.917,1.68,-14.185
5.879,10.078,2.519,-14.289
6.718,10.078,1.68,-14.185
7.558,10.917,1.68,-14.185
7.558,10.078,2.519,-14.289
6.718,10.917,2.519,-14.289
8.398,8.398,0,-9.446
9.238,9.238,0,-9.446
9.238,8.398,0.84,-13.638
8.398,9.238,0.84,-13.638
10.078,8.398,0,-9.446
10.917,9.238,0,-9.446
10.917,8.398,0.84,-13.638
10.078,9.238,0.84,-13.638
8.398,10.078,0,-9.446
9.238,10.917,0,-9.446
9.238,10.078,0.84,-13.638
8.398,10.917,0.84,-13.638
10.078,10.078,0,-9.446
10.917,10.917,0,-9.446
10.917,10.078,0.84,-13.638
10.078,10.917,0.84,-13.638
8.398,8.398,1.68,-14.185
9.238,9.238,1.68,-14.185
9.238,8.398,2.519,-14.289
8.398,9.238,2.519,-14.289
10.078,8.398,1.68,-14.185
10.917,9.238,1.68,-14.185
10.917,8.398,2.519,-14.289
10.078,9.238,2.519,-14.289
8.398,10.078,1.68,-14.185
9.238,10.917,1.68,-14.185
9.238,10.078,2.519,-14.289
8.398,10.917,2.519,-14.289
10.078,10.078,1.68,-14.185
10.917,10.917,1.68,-14.185
10.917,10.078,2.519,-14.289
10.078,10.917,2.519,-14.289
11.757,8.398,0,-9.446
12.597,9.238,0,-9.446
12.597,8.398,0.84,-13.638
11.757,9.238,0.84,-13.638
13.437,8.398,0,-9.446
13.437,9.238,0.84,-13.638
11.757,10.078,0,-9.446
12.597,10.917,0,-9.446
12.597,10.078,0.84,-13.638
11.757,10.917,0.84,-13.638
13.437,10.078,0,-9.446
13.437,10.917,0.84,-13.638
11.757,8.398,1.68,-14.185
12.597,9.238,1.68,-14.185
12.597,8.398,2.519,-14.289
11.757,9.238,2.519,-14.289
13.437,8.398,1.68,-14.185
13.437,9.238,2.519,-14.289
11.757,10.078,1.68,-14.185
12.597,10.917,1.68,-14.185
12.597,10.078,2.519,-14.289
11.757,10.917,2.519,-14.289
13.437,10.078,1.68,-14.185
13.437,10.917,2.519,-14.289
14.277,9.238,0,-9.446
14.277,8.398,0.84,-13.638
15.116,8.398,0,-9.446
15.956,9.238,0,-9.446
15.956,8.398,0.84,-13.638
15.116,9.238,0.84,-13.638
14.277,10.917,0,-9.446
14.277,10.078,0.84,-13.638
15.116,10.078,0,-9.446
15.956,10.917,0,-9.446
15.956,10.078,0.84,-13.638
15.116,10.917,0.84,-13.638
14.277,9.238,1.68,-14.185
14.277,8.398,2.519,-14.289
15.116,8.398,1.68,-14.185
15.956,9.238,1.68,-14.185
15.956,8.398,2.519,-14.289
15.116,9.238,2.519,-14.289
14.277,10.917,1.68,-14.185
14.277,10.078,2.519,-14.289
15.116,10.078,1.68,-14.185
15.956,10.917,1.68,-14.185
15.956,10.078,2.519,-14.289
15.116,10.917,2.519,-14.289
16.796,8.398,0,-9.446
17.636,9.238,0,-9.446
17.636,8.398,0.84,-13.638
16.796,9.238,0.84,-13.638
18.476,8.398,0,-9.446
19.315,9.238,0,-9.446
19.315,8.398,0.84,-13.638
18.476,9.238,0.84,-13.638
16.796,10.078,0,-9.446
17.636,10.917,0,-9.446
17.636,10.078,0.84,-13.638
16.796,10.917,0.84,-13.638
18.476,10.078,0,-9.446
19.315,10.917,0,-9.446
19.315,10.078,0.84,-13.638
18.476,10.917,0.84,-13.638
16.796,8.398,1.68,-14.185
17.636,9.238,1.68,-14.185
17.636,8.398,2.519,-14.289
16.796,9.238,2.519,-14.289
18.476,8.398,1.68,-14.185
19.315,9.238,1.68,-14.185
19.315,8.398,2.519,-14.289
18.476,9.238,2.519,-14.289
16.796,10.078,1.68,-14.185
17.636,10.917,1.68,-14.185
17.636,10.078,2.519,-14.289
16.796,10.917,2.519,-14.289
18.476,10.078,1.68,-14.185
19.315,10.917,1.68,-14.185
19.315,10.078,2.519,-14.289
18.476,10.917,2.519,-14.289
20.155,8.398,0,-9.446
20.995,9.238,0,-9.446
20.995,8.398,0.84,-13.639
20.155,9.238,0.84,-13.638
21.835,8.398,0,-9.447
21.835,9.238,0.84,-13.639
20.155,10.078,0,-9.446
20.995,10.917,0,-9.447
20.995,10.078,0.84,-13.638
20.155,10.917,0.84,-13.638
21.835,10.078,0,-9.447
21.835,10.917,0.84,-13.639
20.155,8.398,1.68,-14.185
20.995,9.238,1.68,-14.185
20.995,8.398,2.519,-14.289
20.155,9.238,2.519,-14.289
21.835,8.398,1.68,-14.186
21.835,9.238,2.519,-14.29
20.155,10.078,1.68,-14.185
20.995,10.917,1.68,-14.185
20.995,10.078,2.519,-14.289
20.155,10.917,2.519,-14.289
21.835,10.078,1.68,-14.186
21.835,10.917,2.519,-14.29
22.674,9.238,0,-9.447
22.674,8.398,0.84,-13.639
23.514,8.398,0,-9.447
24.354,9.238,0,-9.446
24.354,8.398,0.84,-13.638
23.514,9.238,0.84,-13.638
25.194,8.398,0,-9.446
25.194,9.238,0.84,-13.638
22.674,10.917,0,-9.447
22.674,10.078,0.84,-13.639
23.514,10.078,0,-9.446
24.354,10.917,0,-9.446
24.354,10.078,0.84,-13.638
23.514,10.917,0.84,-13.639
25.194,10.078,0,-9.446
25.194,10.917,0.84,-13.638
22.674,9.238,1.68,-14.186
22.674,8.398,2.519,-14.29
23.514,8.398,1.68,-14.185
24.354,9.238,1.68,-14.185
24.354,8.398,2.519,-14.289
23.514,9.238,2.519,-14.289
25.194,8.398,1.68,-14.185
25.194,9.238,2.519,-14.289
22.674,10.917,1.68,-14.186
22.674,10.078,2.519,-14.29
23.514,10.078,1.68,-14.185
24.354,10.917,1.68,-14.185
24.354,10.078,2.519,-14.289
23.514,10.917,2.519,-14.289
25.194,10.078,1.68,-14.185
25.194,10.917,2.519,-14.289
26.034,9.238,0,-9.446
26.034,8.398,0.84,-13.638
26.873,8.398,0,-9.446
27.713,9.238,0,-9.446
27.713,8.398,0.84,-13.638
26.873,9.238,0.84,-13.638
26.034,10.917,0,-9.446
26.034,10.078,0.84,-13.638
26.873,10.078,0,-9.446
27.713,10.917,0,-9.446
27.713,10.078,0.84,-13.638
26.873,10.917,0.84,-13.638
26.034,9.238,1.68,-14.185
26.034,8.398,2.519,-14.289
26.873,8.398,1.68,-14.185
27.713,9.238,1.68,-14.185
27.713,8.398,2.519,-14.289
26.873,9.238,2.519,-14.289
26.034,10.917,1.68,-14.185
26.034,10.078,2.519,-14.289
26.873,10.078,1.68,-14.185
27.713,10.917,1.68,-14.185
27.713,10.078,2.519,-14.289
26.873,10.917,2.519,-14.289
28.553,8.398,0,-9.446
29.393,9.238,0,-9.442
29.393,8.398,0.84,-13.632
28.553,9.238,0.84,-13.638
30.233,8.398,0,-9.425
30.233,9.238,0.84,-13.61
28.553,10.078,0,-9.446
29.393,10.917,0,-9.442
29.393,10.078,0.84,-13.632
28.553,10.917,0.84,-13.638
30.233,10.078,0,-9.425
30.233,10.917,0.84,-13.61
28.553,8.398,1.68,-14.185
29.393,9.238,1.68,-14.178
29.393,8.398,2.519,-14.282
28.553,9.238,2.519,-14.289
30.233,8.398,1.68,-14.153
30.233,9.238,2.519,-14.255
28.553,10.078,1.68,-14.185
29.393,10.917,1.68,-14.178
29.393,10.078,2.519,-14.282
28.553,10.917,2.519,-14.289
30.233,10.078,1.68,-14.153
30.233,10.917,2.519,-14.255
31.073,9.238,0,-9.359
31.073,8.398,0.84,-13.524
31.912,8.398,0,-8.977
32.752,9.238,0,-5.952
32.752,8.398,0.84,-8.977
31.912,9.238,0.84,-13.028
31.073,10.917,0,-9.36
31.073,10.078,0.84,-13.524
31.912,10.078,0,-8.977
32.752,10.917,0,-5.952
32.752,10.078,0.84,-8.977
31.912,10.917,0.84,-13.028
31.073,9.238,1.68,-14.056
31.073,8.398,2.519,-14.153
31.912,8.398,1.68,-13.524
32.752,9.238,1.68,-9.36
32.752,8.398,2.519,-9.425
31.912,9.238,2.519,-13.61
31.073,10.917,1.68,-14.056
31.073,10.078,2.519,-14.153
31.912,10.078,1.68,-13.524
32.752,10.917,1.68,-9.36
32.752,10.078,2.519,-9.425
31.912,10.917,2.519,-13.61
0,11.757,0,-5.952
0.84,12.597,0,-8.977
0.84,11.757,0.84,-13.028
0,12.597,0.84,-8.977
1.68,11.757,0,-9.36
2.519,12.597,0,-9.425
2.519,11.757,0.84,-13.61
1.68,12.597,0.84,-13.524
0,13.437,0,-5.952
0.84,13.437,0.84,-13.028
1.68,13.437,0,-9.36
2.519,13.437,0.84,-13.61
0,11.757,1.68,-9.36
0.84,12.597,1.68,-13.524
0.84,11.757,2.519,-13.61
0,12.597,2.519,-9.425
1.68,11.757,1.68,-14.056
2.519,12.597,1.68,-14.153
2.519,11.757,2.519,-14.255
1.68,12.597,2.519,-14.153
0,13.437,1.68,-9.36
0.84,13.437,2.519,-13.61
1.68,13.437,1.68,-14.056
2.519,13.437,2.519,-14.255
3.359,11.757,0,-9.442
4.199,12.597,0,-9.446
4.199,11.757,0.84,-13.638
3.359,12.597,0.84,-13.632
5.039,11.757,0,-9.446
5.039,12.597,0.84,-13.638
3.359,13.437,0,-9.442
4.199,13.437,0.84,-13.638
5.039,13.437,0,-9.446
3.359,11.757,1.68,-14.178
4.199,12.597,1.68,-14.185
4.199,11.757,2.519,-14.289
3.359,12.597,2.519,-14.282
5.039,11.757,1.68,-14.185
5.039,12.597,2.519,-14.289
3.359,13.437,1.68,-14.178
4.199,13.437,2.519,-14.289
5.039,13.437,1.68,-14.185
5.879,12.597,0,-9.446
5.879,11.757,0.84,-13.638
6.718,11.757,0,-9.446
7.558,12.597,0,-9.446
7.558,11.757,0.84,-13.638
6.718,12.597,0.84,-13.638
5.879,13.437,0.84,-13.638
6.718,13.437,0,-9.446
7.558,13.437,0.84,-13.638
5.879,12.597,1.68,-14.185
5.879,11.757,2.519,-14.289
6.718,11.757,1.68,-14.185
7.558,12.597,1.68,-14.185
7.558,11.757,2.519,-14.289
6.718,12.597,2.519,-14.289
5.879,13.437,2.519,-14.289
6.718,13.437,1.68,-14.185
7.558,13.437,2.519,-14.289
8.398,11.757,0,-9.446
9.238,12.597,0,-9.446
9.238,11.757,0.84,-13.638
8.398,12.597,0.84,-13.638
10.078,11.757,0,-9.446
10.917,12.597,0,-9.446
10.917,11.757,0.84,-13.638
10.078,12.597,0.84,-13.638
8.398,13.437,0,-9.446
9.238,13.437,0.84,-13.638
10.078,13.437,0,-9.446
10.917,13.437,0.84,-13.638
8.398,11.757,1.68,-14.185
9.238,12.597,1.68,-14.185
9.238,11.757,2.519,-14.289
8.398,12.597,2.519,-14.289
10.078,11.757,1.68,-14.185
10.917,12.597,1.68,-14.185
10.917,11.757,2.519,-14.289
10.078,12.597,2.519,-14.289
8.398,13.437,1.68,-14.185
9.238,13.437,2.519,-14.289
10.078,13.437,1.68,-14.185
10.917,13.437,2.519,-14.289
11.757,11.757,0,-9.446
12.597,12.597,0,-9.446
12.597,11.757,0.84,-13.638
11.757,12.597,0.84,-13.638
13.437,11.757,0,-9.446
13.437,12.597,0.84,-13.638
11.757,13.437,0,-9.446
12.597,13.437,0.84,-13.638
13.437,13.437,0,-9.446
11.757,11.757,1.68,-14.185
12.597,12.597,1.68,-14.185
12.597,11.757,2.519,-14.289
11.757,12.597,2.519,-14.289
13.437,11.757,1.68,-14.185
13.437,12.597,2.519,-14.289
11.757,13.437,1.68,-14.185
12.597,13.437,2.519,-14.289
13.437,13.437,1.68,-14.185
14.277,12.597,0,-9.446
14.277,11.757,0.84,-13.638
15.116,11.757,0,-9.446
15.956,12.597,0,-9.446
15.956,11.757,0.84,-13.638
15.116,12.597,0.84,-13.638
14.277,13.437,0.84,-13.638
15.116,13.437,0,-9.446
15.956,13.437,0.84,-13.638
14.277,12.597,1.68,-14.185
14.277,11.757,2.519,-14.289
15.116,11.757,1.68,-14.185
15.956,12.597,1.68,-14.185
15.956,11.757,2.519,-14.289
15.116,12.597,2.519,-14.289
14.277,13.437,2.519,-14.289
15.116,13.437,1.68,-14.185
15.956,13.437,2.519,-14.289
16.796,11.757,0,-9.446
17.636,12.597,0,-9.446
17.636,11.757,0.84,-13.638
16.796,12.597,0.84,-13.638
18.476,11.757,0,-9.446
19.315,12.597,0,-9.446
19.315,11.757,0.84,-13.638
18.476,12.597,0.84,-13.638
16.796,13.437,0,-9.446
17.636,13.437,0.84,-13.638
18.476,13.437,0,-9.446
19.315,13.437,0.84,-13.638
16.796,11.757,1.68,-14.185
17.636,12.597,1.68,-14.185
17.636,11.757,2.519,-14.289
16.796,12.597,2.519,-14.289
18.476,11.757,1.68,-14.185
19.315,12.597,1.68,-14.185
19.315,11.757,2.519,-14.289
18.476,12.597,2.519,-14.289
16.796,13.437,1.68,-14.185
17.636,13.437,2.519,-14.289
18.476,13.437,1.68,-14.185
19.315,13.437,2.519,-14.289
20.155,11.757,0,-9.446
20.995,12.597,0,-9.447
20.995,11.757,0.84,-13.639
20.155,12.597,0.84,-13.638
21.835,11.757,0,-9.447
21.835,12.597,0.84,-13.639
20.155,13.437,0,-9.446
20.995,13.437,0.84,-13.639
21.835,13.437,0,-9.447
20.155,11.757,1.68,-14.185
20.995,12.597,1.68,-14.185
20.995,11.757,2.519,-14.289
20.155,12.597,2.519,-14.289
21.835,11.757,1.68,-14.186
21.835,12.597,2.519,-14.29
20.155,13.437,1.68,-14.185
20.995,13.437,2.519,-14.289
21.835,13.437,1.68,-14.186
22.674,12.597,0,-9.447
22.674,11.757,0.84,-13.639
23.514,11.757,0,-9.447
24.354,12.597,0,-9.446
24.354,11.757,0.84,-13.638
23.514,12.597,0.84,-13.639
25.194,11.757,0,-9.446
25.194,12.597,0.84,-13.638
22.674,13.437,0.84,-13.639
23.514,13.437,0,-9.447
24.354,13.437,0.84,-13.638
25.194,13.437,0,-9.446
22.674,12.597,1.68,-14.186
22.674,11.757,2.519,-14.29
23.514,11.757,1.68,-14.185
24.354,12.597,1.68,-14.185
24.354,11.757,2.519,-14.289
23.514,12.597,2.519,-14.289
25.194,11.757,1.68,-14.185
25.194,12.597,2.519,-14.289
22.674,13.437,2.519,-14.29
23.514,13.437,1.68,-14.185
24.354,13.437,2.519,-14.289
25.194,13.437,1.68,-14.185
26.034,12.597,0,-9.446
26.034,11.757,0.84,-13.638
26.873,11.757,0,-9.446
27.713,12.597,0,-9.446
27.713,11.757,0.84,-13.638
26.873,12.597,0.84,-13.638
26.034,13.437,0.84,-13.638
26.873,13.437,0,-9.446
27.713,13.437,0.84,-13.638
26.034,12.597,1.68,-14.185
26.034,11.757,2.519,-14.289
26.873,11.757,1.68,-14.185
27.713,12.597,1.68,-14.185
27.713,11.757,2.519,-14.289
26.873,12.597,2.519,-14.289
26.034,13.437,2.519,-14.289
26.873,13.437,1.68,-14.185
27.713,13.437,2.519,-14.289
28.553,11.757,0,-9.446
29.393,12.597,0,-9.442
29.393,11.757,0.84,-13.632
28.553,12.597,0.84,-13.638
30.233,11.757,0,-9.425
30.233,12.597,0.84,-13.61
28.553,13.437,0,-9.446
29.393,13.437,0.84,-13.632
30.233,13.437,0,-9.425
28.553,11.757,1.68,-14.185
29.393,12.597,1.68,-14.178
29.393,11.757,2.519,-14.282
28.553,12.597,2.519,-14.289
30.233,11.757,1.68,-14.153
30.233,12.597,2.519,-14.255
28.553,13.437,1.68,-14.185
29.393,13.437,2.519,-14.282
30.233,13.437,1.68,-14.153
31.073,12.597,0,-9.36
31.073,11.757,0.84,-13.524
31.912,11.757,0,-8.977
32.752,12.597,0,-5.952
32.752,11.757,0.84,-8.977
31.912,12.597,0.84,-13.028
31.073,13.437,0.84,-13.524
31.912,13.437,0,-8.977
32.752,13.437,0.84,-8.977
31.073,12.597,1.68,-14.056
31.073,11.757,2.519,-14.153
31.912,11.757,1.68,-13.524
32.752,12.597,1.68,-9.36
32.752,11.757,2.519,-9.425
31.912,12.597,2.519,-13.61
31.073,13.437,2.519,-14.153
31.912,13.437,1.68,-13.524
32.752,13.437,2.519,-9.425
0.84,14.277,0,-8.977
0,14.277,0.84,-8.977
2.519,14.277,0,-9.425
1.68,14.277,0.84,-13.524
0,15.116,0,-5.952
0.84,15.956,0,-8.977
0.84,15.116,0.84,-13.028
0,15.956,0.84,-8.977
1.68,15.116,0,-9.36
2.519,15.956,0,-9.425
2.519,15.116,0.84,-13.61
1.68,15.956,0.84,-13.524
0.84,14.277,1.68,-13.524
0,14.277,2.519,-9.425
2.519,14.277,1.68,-14.153
1.68,14.277,2.519,-14.153
0,15.116,1.68,-9.36
0.84,15.956,1.68,-13.524
0.84,15.116,2.519,-13.61
0,15.956,2.519,-9.425
1.68,15.116,1.68,-14.056
2.519,15.956,1.68,-14.153
2.519,15.116,2.519,-14.255
1.68,15.956,2.519,-14.153
4.199,14.277,0,-9.446
3.359,14.277,0.84,-13.632
5.039,14.277,0.84,-13.638
3.359,15.116,0,-9.442
4.199,15.956,0,-9.446
4.199,15.116,0.84,-13.638
3.359,15.956,0.84,-13.632
5.039,15.116,0,-9.446
5.039,15.956,0.84,-13.638
4.199,14.277,1.68,-14.185
3.359,14.277,2.519,-14.282
5.039,14.277,2.519,-14.289
3.359,15.116,1.68,-14.178
4.199,15.956,1.68,-14.185
4.199,15.116,2.519,-14.289
3.359,15.956,2.519,-14.282
5.039,15.116,1.68,-14.185
5.039,15.956,2.519,-14.289
5.879,14.277,0,-9.446
7.558,14.277,0,-9.446
6.718,14.277,0.84,-13.638
5.879,15.956,0,-9.446
5.879,15.116,0.84,-13.638
6.718,15.116,0,-9.446
7.558,15.956,0,-9.446
7.558,15.116,0.84,-13.638
6.718,15.956,0.84,-13.638
5.879,14.277,1.68,-14.185
7.558,14.277,1.68,-14.185
6.718,14.277,2.519,-14.289
5.879,15.956,1.68,-14.185
5.879,15.116,2.519,-14.289
6.718,15.116,1.68,-14.185
7.558,15.956,1.68,-14.185
7.558,15.116,2.519,-14.289
6.718,15.956,2.519,-14.289
9.238,14.277,0,-9.446
8.398,14.277,0.84,-13.638
10.917,14.277,0,-9.446
10.078,14.277,0.84,-13.638
8.398,15.116,0,-9.446
9.238,15.956,0,-9.446
9.238,15.116,0.84,-13.638
8.398,15.956,0.84,-13.638
10.078,15.116,0,-9.446
10.917,15.956,0,-9.446
10.917,15.116,0.84,-13.638
10.078,15.956,0.84,-13.638
9.238,14.277,1.68,-14.185
8.398,14.277,2.519,-14.289
10.917,14.277,1.68,-14.185
10.078,14.277,2.519,-14.289
8.398,15.116,1.68,-14.185
9.238,15.956,1.68,-14.185
9.238,15.116,2.519,-14.289
8.398,15.956,2.519,-14.289
10.078,15.116,1.68,-14.185
10.917,15.956,1.68,-14.185
10.917,15.116,2.519,-14.289
10.078,15.956,2.519,-14.289
12.597,14.277,0,-9.446
11.757,14.277,0.84,-13.638
13.437,14.277,0.84,-13.638
11.757,15.116,0,-9.446
12.597,15.956,0,-9.446
12.597,15.116,0.84,-13.638
11.757,15.956,0.84,-13.638
13.437,15.116,0,-9.446
13.437,15.956,0.84,-13.638
12.597,14.277,1.68,-14.185
11.757,14.277,2.519,-14.289
13.437,14.277,2.519,-14.289
11.757,15.116,1.68,-14.185
12.597,15.956,1.68,-14.185
12.597,15.116,2.519,-14.289
11.757,15.956,2.519,-14.289
13.437,15.116,1.68,-14.185
13.437,15.956,2.519,-14.289
14.277,14.277,0,-9.446
15.956,14.277,0,-9.446
15.116,14.277,0.84,-13.638
14.277,15.956,0,-9.446
14.277,15.116,0.84,-13.638
15.116,15.116,0,-9.446
15.956,15.956,0,-9.446
15.956,15.116,0.84,-13.638
15.116,15.956,0.84,-13.638
14.277,14.277,1.68,-14.185
15.956,14.277,1.68,-14.185
15.116,14.277,2.519,-14.289
14.277,15.956,1.68,-14.185
14.277,15.116,2.519,-14.289
15.116,15.116,1.68,-14.185
15.956,15.956,1.68,-14.185
15.956,15.116,2.519,-14.289
15.116,15.956,2.519,-14.289
17.636,14.277,0,-9.446
16.796,14.277,0.84,-13.638
19.315,14.277,0,-9.446
18.476,14.277,0.84,-13.638
16.796,15.116,0,-9.446
17.636,15.956,0,-9.446
17.636,15.116,0.84,-13.638
16.796,15.956,0.84,-13.638
18.476,15.116,0,-9.446
19.315,15.956,0,-9.446
19.315,15.116,0.84,-13.638
18.476,15.956,0.84,-13.638
17.636,14.277,1.68,-14.185
16.796,14.277,2.519,-14.289
19.315,14.277,1.68,-14.185
18.476,14.277,2.519,-14.289
16.796,15.116,1.68,-14.185
17.636,15.956,1.68,-14.185
17.636,15.116,2.519,-14.289
16.796,15.956,2.519,-14.289
18.476,15.116,1.68,-14.185
19.315,15.956,1.68,-14.185
19.315,15.116,2.519,-14.289
18.476,15.956,2.519,-14.289
20.995,14.277,0,-9.447
20.155,14.277,0.84,-13.638
21.835,14.277,0.84,-13.639
20.155,15.116,0,-9.446
20.995,15.956,0,-9.447
20.995,15.116,0.84,-13.639
20.155,15.956,0.84,-13.638
21.835,15.116,0,-9.447
21.835,15.956,0.84,-13.639
20.995,14.277,1.68,-14.185
20.155,14.277,2.519,-14.289
21.835,14.277,2.519,-14.29
20.155,15.116,1.68,-14.185
20.995,15.956,1.68,-14.185
20.995,15.116,2.519,-14.289
20.155,15.956,2.519,-14.289
21.835,15.116,1.68,-14.186
21.835,15.956,2.519,-14.29
22.674,14.277,0,-9.447
24.354,14.277,0,-9.446
23.514,14.277,0.84,-13.639
25.194,14.277,0.84,-13.638
22.674,15.956,0,-9.447
22.674,15.116,0.84,-13.639
23.514,15.116,0,-9.447
24.354,15.956,0,-9.446
24.354,15.116,0.84,-13.638
23.514,15.956,0.84,-13.639
25.194,15.116,0,-9.446
25.194,15.956,0.84,-13.638
22.674,14.277,1.68,-14.186
24.354,14.277,1.68,-14.185
23.514,14.277,2.519,-14.289
25.194,14.277,2.519,-14.289
22.674,15.956,1.68,-14.186
22.674,15.116,2.519,-14.29
23.514,15.116,1.68,-14.185
24.354,15.956,1.68,-14.185
24.354,15.116,2.519,-14.289
23.514,15.956,2.519,-14.289
25.194,15.116,1.68,-14.185
25.194,15.956,2.519,-14.289
26.034,14.277,0,-9.446
27.713,14.277,0,-9.446
26.873,14.277,0.84,-13.638
26.034,15.956,0,-9.446
26.034,15.116,0.84,-13.638
26.873,15.116,0,-9.446
27.713,15.956,0,-9.446
27.713,15.116,0.84,-13.638
26.873,15.956,0.84,-13.638
26.034,14.277,1.68,-14.185
27.713,14.277,1.68,-14.185
26.873,14.277,2.519,-14.289
26.034,15.956,1.68,-14.185
26.034,15.116,2.519,-14.289
26.873,15.116,1.68,-14.185
27.713,15.956,1.68,-14.185
27.713,15.116,2.519,-14.289
26.873,15.956,2.519,-14.289
29.393,14.277,0,-9.442
28.553,14.277,0.84,-13.638
30.233,14.277,0.84,-13.61
28.553,15.116,0,-9.446
29.393,15.956,0,-9.442
29.393,15.116,0.84,-13.632
28.553,15.956,0.84,-13.638
30.233,15.116,0,-9.425
30.233,15.956,0.84,-13.61
29.393,14.277,1.68,-14.178
28.553,14.277,2.519,-14.289
30.233,14.277,2.519,-14.255
28.553,15.116,1.68,-14.185
29.393,15.956,1.68,-14.178
29.393,15.116,2.519,-14.282
28.553,15.956,2.519,-14.289
30.233,15.116,1.68,-14.153
30.233,15.956,2.519,-14.255
31.073,14.277,0,-9.36
32.752,14.277,0,-5.952
31.912,14.277,0.84,-13.028
31.073,15.956,0,-9.36
31.073,15.116,0.84,-13.524
31.912,15.116,0,-8.977
32.752,15.956,0,-5.952
32.752,15.116,0.84,-8.977
31.912,15.956,0.84,-13.028
31.073,14.277,1.68,-14.056
32.752,14.277,1.68,-9.36
31.912,14.277,2.519,-13.61
31.073,15.956,1.68,-14.056
31.073,15.116,2.519,-14.153
31.912,15.116,1.68,-13.524
32.752,15.956,1.68,-9.36
32.752,15.116,2.519,-9.425
31.912,15.956,2.519,-13.61
0,16.796,0,-5.952
0.84,17.636,0,-8.977
0.84,16.796,0.84,-13.028
0,17.636,0.84,-8.977
1.68,16.796,0,-9.36
2.519,17.636,0,-9.425
2.519,16.796,0.84,-13.61
1.68,17.636,0.84,-13.524
0,18.476,0,-5.952
0.84,19.315,0,-8.977
0.84,18.476,0.84,-13.028
0,19.315,0.84,-8.977
1.68,18.476,0,-9.36
2.519,19.315,0,-9.425
2.519,18.476,0.84,-13.61
1.68,19.315,0.84,-13.524
0,16.796,1.68,-9.36
0.84,17.636,1.68,-13.524
0.84,16.796,2.519,-13.61
0,17.636,2.519,-9.425
1.68,16.796,1.68,-14.056
2.519,17.636,1.68,-14.153
2.519,16.796,2.519,-14.255
1.68,17.636,2.519,-14.153
0,18.476,1.68,-9.36
0.84,19.315,1.68,-13.524
0.84,18.476,2.519,-13.61
0,19.315,2.519,-9.425
1.68,18.476,1.68,-14.056
2.519,19.315,1.68,-14.153
2.519,18.476,2.519,-14.255
1.68,19.315,2.519,-14.153
3.359,16.796,0,-9.442
4.199,17.636,0,-9.446
4.199,16.796,0.84,-13.638
3.359,17.636,0.84,-13.632
5.039,16.796,0,-9.446
5.039,17.636,0.84,-13.638
3.359,18.476,0,-9.442
4.199,19.315,0,-9.446
4.199,18.476,0.84,-13.638
3.359,19.315,0.84,-13.632
5.039,18.476,0,-9.446
5.039,19.315,0.84,-13.638
3.359,16.796,1.68,-14.178
4.199,17.636,1.68,-14.185
4.199,16.796,2.519,-14.289
3.359,17.636,2.519,-14.282
5.039,16.796,1.68,-14.185
5.039,17.636,2.519,-14.289
3.359,18.476,1.68,-14.178
4.199,19.315,1.68,-14.185
4.199,18.476,2.519,-14.289
3.359,19.315,2.519,-14.282
5.039,18.476,1.68,-14.185
5.039,19.315,2.519,-14.289
5.879,17.636,0,-9.446
5.879,16.796,0.84,-13.638
6.718,16.796,0,-9.446
7.558,17.636,0,-9.446
7.558,16.796,0.84,-13.638
6.718,17.636,0.84,-13.638
5.879,19.315,0,-9.446
5.879,18.476,0.84,-13.638
6.718,18.476,0,-9.446
7.558,19.315,0,-9.446
7.558,18.476,0.84,-13.638
6.718,19.315,0.84,-13.638
5.879,17.636,1.68,-14.185
5.879,16.796,2.519,-14.289
6.718,16.796,1.68,-14.185
7.558,17.636,1.68,-14.185
7.558,16.796,2.519,-14.289
6.718,17.636,2.519,-14.289
5.879,19.315,1.68,-14.185
5.879,18.476,2.519,-14.289
6.718,18.476,1.68,-14.185
7.558,19.315,1.68,-14.185
7.558,18.476,2.519,-14.289
6.718,19.315,2.519,-14.289
8.398,16.796,0,-9.446
9.238,17.636,0,-9.446
9.238,16.796,0.84,-13.638
8.398,17.636,0.84,-13.638
10.078,16.796,0,-9.446
10.917,17.636,0,-9.446
10.917,16.796,0.84,-13.638
10.078,17.636,0.84,-13.638
8.398,18.476,0,-9.446
9.238,19.315,0,-9.446
9.238,18.476,0.84,-13.638
8.398,19.315,0.84,-13.638
10.078,18.476,0,-9.446
10.917,19.315,0,-9.446
10.917,18.476,0.84,-13.638
10.078,19.315,0.84,-13.638
8.398,16.796,1.68,-14.185
9.238,17.636,1.68,-14.185
9.238,16.796,2.519,-14.289
8.398,17.636,2.519,-14.289
10.078,16.796,1.68,-14.185
10.917,17.636,1.68,-14.185
10.917,16.796,2.519,-14.289
10.078,17.636,2.519,-14.289
8.398,18.476,1.68,-14.185
9.238,19.315,1.68,-14.185
9.238,18.476,2.519,-14.289
8.398,19.315,2.519,-14.289
